data:text/csv;charset=utf-8,Id,m8,m9,m10,m11,m12,m13,m14,m15,m16,m19,m20,m21,m22,m23,m24
StatusCode,Complete,Complete,Complete,Complete,Complete,Complete,Complete,Complete,Complete,Complete,Complete,Complete,Complete,Complete,Complete
2024/03/10 07:06:00,,,,,,,,,,,,,,,
2024/03/10 07:07:00,,,,,,,,,,,,,,,
2024/03/10 07:08:00,,,,,,,,,,,,,,,
2024/03/10 07:09:00,4092736.8533333335,,,23.17,,,,0.004060710401381097,,27.30666666666667,,,,0.006666666666666667,
2024/03/10 07:10:00,,5023716.693333333,1706.6666666666667,,30.843333333333334,0.24666666666666667,0.003655783421592997,,0.0014342432432432432,,13.653333333333334,0,0.0033333333333333335,,0
2024/03/10 07:11:00,,,,,,,,,,,,,,,
2024/03/10 07:12:00,,,,,,,,,,,,,,,
2024/03/10 07:13:00,,,,,,,,,,,,,,,
2024/03/10 07:14:00,5304128.8533333335,,,31.273333333333333,,,,0.003984048070773822,,13.653333333333334,,,,0.0033333333333333335,
2024/03/10 07:15:00,,5019033.6,1706.6666666666667,,31.413333333333334,0.28,0.003725672325976231,,0.0010484880952380954,,13.653333333333334,0,0.0033333333333333335,,0
2024/03/10 07:16:00,,,,,,,,,,,,,,,
2024/03/10 07:17:00,,,,,,,,,,,,,,,
2024/03/10 07:18:00,,,,,,,,,,,,,,,
2024/03/10 07:19:00,5485882.026666666,,,33.22666666666667,,,,0.003949654695024078,,13.653333333333334,,,,0.0033333333333333335,
2024/03/10 07:20:00,,3844314.453333333,1706.6666666666667,,23.37,0.2833333333333333,0.003811618884609899,,0.000957435294117647,,0,0,0,,0
2024/03/10 07:21:00,,,,,,,,,,,,,,,
2024/03/10 07:22:00,,,,,,,,,,,,,,,
2024/03/10 07:23:00,,,,,,,,,,,,,,,
2024/03/10 07:24:00,4241940.48,,,25.21,,,,0.004014237207457358,,0,,,,0,
2024/03/10 07:25:00,,2735923.2,1706.6666666666667,,16.80666666666667,0.25666666666666665,0.0033340477984926615,,0.0009198181818181818,,13.653333333333334,0,0.0033333333333333335,,0
2024/03/10 07:26:00,,,,,,,,,,,,,,,
2024/03/10 07:27:00,,,,,,,,,,,,,,,
2024/03/10 07:28:00,,,,,,,,,,,,,,,
2024/03/10 07:29:00,2520582.8266666667,,,16.66,,,,0.003443704881952781,,13.653333333333334,,,,0.0033333333333333335,
2024/03/10 07:30:00,,1460920.32,1706.6666666666667,,11.646666666666667,0.23666666666666666,0.002793451345163137,,0.0009033098591549295,,0,0,0,,0
2024/03/10 07:31:00,,,,,,,,,,,,,,,
2024/03/10 07:32:00,,,,,,,,,,,,,,,
2024/03/10 07:33:00,,,,,,,,,,,,,,,
2024/03/10 07:34:00,2046293.3333333333,,,14.003333333333334,,,,0.003561144251368722,,0,,,,0,
2024/03/10 07:35:00,,93074.77333333333,16793.6,,11.883333333333333,1.9833333333333334,0.0005767716690042076,,0.0009147142857142856,,0,0,0,,0
2024/03/10 07:36:00,,,,,,,,,,,,,,,
2024/03/10 07:37:00,,,,,,,,,,,,,,,
2024/03/10 07:38:00,,,,,,,,,,,,,,,
2024/03/10 07:39:00,124381.86666666667,,,15.06,,,,0.0006290927401505092,,0,,,,0,
2024/03/10 07:40:00,,655551.1466666666,111738.88,,5.443333333333333,13.463333333333333,0.0024072792406613593,,0.0008535615251299828,,0,0,0,,0
2024/03/10 07:41:00,,,,,,,,,,,,,,,
2024/03/10 07:42:00,,,,,,,,,,,,,,,
2024/03/10 07:43:00,,,,,,,,,,,,,,,
2024/03/10 07:44:00,628435.6266666667,,,5.636666666666667,,,,0.0026464127735068006,,0,,,,0,
2024/03/10 07:45:00,,4098594.1333333333,4546.56,,27.08,0.61,0.0033333799852289514,,0.0009342513661202187,,13.653333333333334,0,0.0033333333333333335,,0
2024/03/10 07:46:00,,,,,,,,,,,,,,,
2024/03/10 07:47:00,,,,,,,,,,,,,,,
2024/03/10 07:48:00,,,,,,,,,,,,,,,
2024/03/10 07:49:00,4266120.533333333,,,27.163333333333334,,,,0.004084508651368266,,0,,,,0,
2024/03/10 07:50:00,,4830481.066666666,15837.866666666667,,28.05,1.95,0.004075395840760546,,0.0007939213675213676,,0,0,0,,0
2024/03/10 07:51:00,,,,,,,,,,,,,,,
2024/03/10 07:52:00,,,,,,,,,,,,,,,
2024/03/10 07:53:00,,,,,,,,,,,,,,,
2024/03/10 07:54:00,4684308.48,,,27.323333333333334,,,,0.003732009637672319,,0,,,,0,
2024/03/10 07:55:00,,4043707.7333333334,3467.9466666666667,,24.526666666666667,0.4633333333333333,0.003601571894536559,,0.0009313812949640289,,13.653333333333334,0,0.0033333333333333335,,0
2024/03/10 07:56:00,,,,,,,,,,,,,,,
2024/03/10 07:57:00,,,,,,,,,,,,,,,
2024/03/10 07:58:00,,,,,,,,,,,,,,,
2024/03/10 07:59:00,4385887.573333333,,,24.59,,,,0.0037794023315710994,,13.653333333333334,,,,0.0033333333333333335,
2024/03/10 08:00:00,,5087081.8133333335,2635.0933333333332,,27.316666666666666,0.3433333333333333,0.003696679682733374,,0.0009477961165048544,,13.653333333333334,0,0.0033333333333333335,,0
2024/03/10 08:01:00,,,,,,,,,,,,,,,
2024/03/10 08:02:00,,,,,,,,,,,,,,,
2024/03/10 08:03:00,,,,,,,,,,,,,,,
2024/03/10 08:04:00,3977147.7333333334,,,24.256666666666668,,,,0.003329173285694654,,0,,,,0,
2024/03/10 08:05:00,,3149619.2,1706.6666666666667,,19.26,0.25,0.0035530529595015578,,0.0009103866666666668,,0,0,0,,0
2024/03/10 08:06:00,,,,,,,,,,,,,,,
2024/03/10 08:07:00,,,,,,,,,,,,,,,
2024/03/10 08:08:00,,,,,,,,,,,,,,,
2024/03/10 08:09:00,3493587.6266666665,,,20.54,,,,0.0035331051606621224,,0,,,,0,
2024/03/10 08:10:00,,4119647.5733333332,1706.6666666666667,,24.463333333333335,0.22666666666666666,0.0037971880365172362,,0.0009308382352941175,,13.653333333333334,0,0.0033333333333333335,,0
2024/03/10 08:11:00,,,,,,,,,,,,,,,
2024/03/10 08:12:00,,,,,,,,,,,,,,,
2024/03/10 08:13:00,,,,,,,,,,,,,,,
2024/03/10 08:14:00,3800323.4133333336,,,22.363333333333333,,,,0.003846293486361604,,0,,,,0,
2024/03/10 08:15:00,,4174247.2533333334,1706.6666666666667,,24.093333333333334,0.23,0.00383257526286663,,0.0011857826086956523,,0,0,0,,0
2024/03/10 08:16:00,,,,,,,,,,,,,,,
2024/03/10 08:17:00,,,,,,,,,,,,,,,
2024/03/10 08:18:00,,,,,,,,,,,,,,,
2024/03/10 08:19:00,4095453.8666666667,,,23.716666666666665,,,,0.003938453829936753,,27.30666666666667,,,,0.006666666666666667,
2024/03/10 08:20:00,,4110800.2133333334,1706.6666666666667,,24.296666666666667,0.21666666666666667,0.0037313970366305393,,0.0010724769230769232,,27.30666666666667,0,0.006666666666666667,,0
2024/03/10 08:21:00,,,,,,,,,,,,,,,
2024/03/10 08:22:00,,,,,,,,,,,,,,,
2024/03/10 08:23:00,,,,,,,,,,,,,,,
2024/03/10 08:24:00,5653449.386666667,,,30.876666666666665,,,,0.004407611572924538,,13.653333333333334,,,,0.0033333333333333335,
2024/03/10 08:25:00,,4340981.76,1706.6666666666667,,26.956666666666667,0.23333333333333334,0.0035042746383083965,,0.0013705285714285713,,13.653333333333334,0,0.0033333333333333335,,0
2024/03/10 08:26:00,,,,,,,,,,,,,,,
2024/03/10 08:27:00,,,,,,,,,,,,,,,
2024/03/10 08:28:00,,,,,,,,,,,,,,,
2024/03/10 08:29:00,4116807.68,,,25.62,,,,0.0038789018995576377,,0,,,,0,
2024/03/10 08:30:00,,4308828.16,1706.6666666666667,,27.123333333333335,0.23666666666666666,0.0035848219245422147,,0.0009528169014084507,,0,0,0,,0
2024/03/10 08:31:00,,,,,,,,,,,,,,,
2024/03/10 08:32:00,,,,,,,,,,,,,,,
2024/03/10 08:33:00,,,,,,,,,,,,,,,
2024/03/10 08:34:00,4907349.333333333,,,28.813333333333333,,,,0.004118284012031467,,13.653333333333334,,,,0.0033333333333333335,
2024/03/10 08:35:00,,4080435.2,1706.6666666666667,,25.506666666666668,0.25,0.003469100627286984,,0.0009302399999999999,,13.653333333333334,0,0.0033333333333333335,,0
2024/03/10 08:36:00,,,,,,,,,,,,,,,
2024/03/10 08:37:00,,,,,,,,,,,,,,,
2024/03/10 08:38:00,,,,,,,,,,,,,,,
2024/03/10 08:39:00,3972846.933333333,,,24.356666666666666,,,,0.0036975691802381278,,13.653333333333334,,,,0.0033333333333333335,
2024/03/10 08:40:00,,5605949.44,1706.6666666666667,,31.543333333333333,0.24,0.0039289485364049455,,0.0009169027777777777,,13.653333333333334,0,0.0033333333333333335,,0
2024/03/10 08:41:00,,,,,,,,,,,,,,,
2024/03/10 08:42:00,,,,,,,,,,,,,,,
2024/03/10 08:43:00,,,,,,,,,,,,,,,
2024/03/10 08:44:00,4488683.52,,,27.23,,,,0.003928934753335781,,0,,,,0,
2024/03/10 08:45:00,,5239971.84,1706.6666666666667,,33.25333333333333,0.26,0.003698917802726544,,0.0009066794871794873,,13.653333333333334,0,0.0033333333333333335,,0
2024/03/10 08:46:00,,,,,,,,,,,,,,,
2024/03/10 08:47:00,,,,,,,,,,,,,,,
2024/03/10 08:48:00,,,,,,,,,,,,,,,
2024/03/10 08:49:00,4567094.613333333,,,28.606666666666666,,,,0.003686913423444418,,13.653333333333334,,,,0.0033333333333333335,
2024/03/10 08:50:00,,4584666.453333333,12328.96,,29.6,1.64,0.0032498307432432434,,0.0008344979674796748,,0,0,0,,0
2024/03/10 08:51:00,,,,,,,,,,,,,,,
2024/03/10 08:52:00,,,,,,,,,,,,,,,
2024/03/10 08:53:00,,,,,,,,,,,,,,,
2024/03/10 08:54:00,4994990.08,,,30.456666666666667,,,,0.004284666192404509,,13.653333333333334,,,,0.0033333333333333335,
2024/03/10 08:55:00,,4882896.213333333,1706.6666666666667,,29.583333333333332,0.24666666666666667,0.004213930591549295,,0.0008884864864864865,,0,0,0,,0
2024/03/10 08:56:00,,,,,,,,,,,,,,,
2024/03/10 08:57:00,,,,,,,,,,,,,,,
2024/03/10 08:58:00,,,,,,,,,,,,,,,
2024/03/10 08:59:00,6510318.933333334,,,36.78666666666667,,,,0.004165623595505617,,27.30666666666667,,,,0.006666666666666667,
2024/03/10 09:00:00,,4779895.466666667,1706.6666666666667,,29.786666666666665,0.24666666666666667,0.003863876454789615,,0.0009423108108108109,,27.30666666666667,0,0.006666666666666667,,0
2024/03/10 09:01:00,,,,,,,,,,,,,,,
2024/03/10 09:02:00,,,,,,,,,,,,,,,
2024/03/10 09:03:00,,,,,,,,,,,,,,,
2024/03/10 09:04:00,4665357.653333333,,,28.436666666666667,,,,0.003938432540147696,,0,,,,0,
2024/03/10 09:05:00,,5290885.12,1706.6666666666667,,30.543333333333333,0.25666666666666665,0.0038628682745825605,,0.0010406623376623377,,13.653333333333334,0,0.0033333333333333335,,0
2024/03/10 09:06:00,,,,,,,,,,,,,,,
2024/03/10 09:07:00,,,,,,,,,,,,,,,
2024/03/10 09:08:00,,,,,,,,,,,,,,,
2024/03/10 09:09:00,4866198.1866666665,,,29.44333333333333,,,,0.0041721586097588585,,13.653333333333334,,,,0.0033333333333333335,
2024/03/10 09:10:00,,6632229.546666667,1706.6666666666667,,38.64666666666667,0.2633333333333333,0.004305929101259272,,0.000937126582278481,,13.653333333333334,0,0.0033333333333333335,,0
2024/03/10 09:11:00,,,,,,,,,,,,,,,
2024/03/10 09:12:00,,,,,,,,,,,,,,,
2024/03/10 09:13:00,,,,,,,,,,,,,,,
2024/03/10 09:14:00,4985828.693333333,,,30.77,,,,0.00379758466038349,,13.653333333333334,,,,0.0033333333333333335,
2024/03/10 09:15:00,,4695149.226666667,1706.6666666666667,,28.883333333333333,0.23,0.0036505175995383728,,0.0010778405797101447,,0,0,0,,0
2024/03/10 09:16:00,,,,,,,,,,,,,,,
2024/03/10 09:17:00,,,,,,,,,,,,,,,
2024/03/10 09:18:00,,,,,,,,,,,,,,,
2024/03/10 09:19:00,6216977.066666666,,,35.553333333333335,,,,0.004900812675792237,,27.30666666666667,,,,0.006666666666666667,
2024/03/10 09:20:00,,4988627.626666667,1706.6666666666667,,31.29,0.24666666666666667,0.003428526046660276,,0.0009359054054054054,,27.30666666666667,0,0.006666666666666667,,0
2024/03/10 09:21:00,,,,,,,,,,,,,,,
2024/03/10 09:22:00,,,,,,,,,,,,,,,
2024/03/10 09:23:00,,,,,,,,,,,,,,,
2024/03/10 09:24:00,4891675.306666667,,,29.356666666666666,,,,0.003942457363460884,,0,,,,0,
2024/03/10 09:25:00,,4651103.573333333,1706.6666666666667,,28.69,0.2733333333333333,0.003742173695828976,,0.0011073902439024392,,0,0,0,,0
2024/03/10 09:26:00,,,,,,,,,,,,,,,
2024/03/10 09:27:00,,,,,,,,,,,,,,,
2024/03/10 09:28:00,,,,,,,,,,,,,,,
2024/03/10 09:29:00,4399499.946666666,,,27.87,,,,0.003915483195789977,,0,,,,0,
2024/03/10 09:30:00,,4234089.8133333335,1706.6666666666667,,27.173333333333332,0.25333333333333335,0.003630981476938175,,0.001000657894736842,,0,0,0,,0
2024/03/10 09:31:00,,,,,,,,,,,,,,,
2024/03/10 09:32:00,,,,,,,,,,,,,,,
2024/03/10 09:33:00,,,,,,,,,,,,,,,
2024/03/10 09:34:00,5362633.386666667,,,31.67,,,,0.0038562247131880855,,0,,,,0,
2024/03/10 09:35:00,,4533179.733333333,1706.6666666666667,,28.99,0.25666666666666665,0.0035199192825112104,,0.0008837142857142856,,0,0,0,,0
2024/03/10 09:36:00,,,,,,,,,,,,,,,
2024/03/10 09:37:00,,,,,,,,,,,,,,,
2024/03/10 09:38:00,,,,,,,,,,,,,,,
2024/03/10 09:39:00,4776564.053333334,,,28.266666666666666,,,,0.0038406680424528305,,0,,,,0,
2024/03/10 09:40:00,,4555079.68,1706.6666666666667,,28.176666666666666,0.26,0.0033819400212942146,,0.0009994358974358974,,0,0,0,,0
2024/03/10 09:41:00,,,,,,,,,,,,,,,
2024/03/10 09:42:00,,,,,,,,,,,,,,,
2024/03/10 09:43:00,,,,,,,,,,,,,,,
2024/03/10 09:44:00,5177384.96,,,30.15,,,,0.003972863902708679,,0,,,,0,
2024/03/10 09:45:00,,4741242.88,1706.6666666666667,,30.25,0.23666666666666666,0.003120685509641873,,0.000987830985915493,,0,0,0,,0
2024/03/10 09:46:00,,,,,,,,,,,,,,,
2024/03/10 09:47:00,,,,,,,,,,,,,,,
2024/03/10 09:48:00,,,,,,,,,,,,,,,
2024/03/10 09:49:00,4537098.24,,,28.296666666666667,,,,0.003375693014489339,,0,,,,0,
2024/03/10 09:50:00,,4627865.6,11373.226666666667,,28.026666666666667,1.3566666666666667,0.0034976679352997143,,0.0008953341523341523,,0,0,0,,0
2024/03/10 09:51:00,,,,,,,,,,,,,,,
2024/03/10 09:52:00,,,,,,,,,,,,,,,
2024/03/10 09:53:00,,,,,,,,,,,,,,,
2024/03/10 09:54:00,7240867.84,,,38.82333333333333,,,,0.0043940888640851715,,0,,,,0,
2024/03/10 09:55:00,,7172614.826666667,1706.6666666666667,,40.086666666666666,0.23,0.003694056294694828,,0.0013508840579710144,,0,0,0,,0
2024/03/10 09:56:00,,,,,,,,,,,,,,,
2024/03/10 09:57:00,,,,,,,,,,,,,,,
2024/03/10 09:58:00,,,,,,,,,,,,,,,
2024/03/10 09:59:00,4879250.773333333,,,30.386666666666667,,,,0.0035031023475208425,,0,,,,0,
2024/03/10 10:00:00,,4648686.933333334,1706.6666666666667,,28.77,0.24666666666666667,0.003509091878113776,,0.0009177162162162162,,0,0,0,,0
2024/03/10 10:01:00,,,,,,,,,,,,,,,
2024/03/10 10:02:00,,,,,,,,,,,,,,,
2024/03/10 10:03:00,,,,,,,,,,,,,,,
2024/03/10 10:04:00,5015183.36,,,30.366666666666667,,,,0.0036956807903402856,,0,,,,0,
2024/03/10 10:05:00,,4783008.426666667,1706.6666666666667,,29.83,0.23333333333333334,0.0032504039557492456,,0.0010136,,0,0,0,,0
2024/03/10 10:06:00,,,,,,,,,,,,,,,
2024/03/10 10:07:00,,,,,,,,,,,,,,,
2024/03/10 10:08:00,,,,,,,,,,,,,,,
2024/03/10 10:09:00,5427213.653333333,,,31.223333333333333,,,,0.0037131549055193763,,0,,,,0,
2024/03/10 10:10:00,,5255127.04,2594.133333333333,,30.313333333333333,0.37666666666666665,0.0033321129316032554,,0.0008888672566371682,,0,0,0,,0
2024/03/10 10:11:00,,,,,,,,,,,,,,,
2024/03/10 10:12:00,,,,,,,,,,,,,,,
2024/03/10 10:13:00,,,,,,,,,,,,,,,
2024/03/10 10:14:00,4549891.413333333,,,28.206666666666667,,,,0.0035387614039234217,,0,,,,0,
2024/03/10 10:15:00,,5466685.44,1706.6666666666667,,32.056666666666665,0.2633333333333333,0.0035198965373817205,,0.0009285063291139241,,0,0,0,,0
2024/03/10 10:16:00,,,,,,,,,,,,,,,
2024/03/10 10:17:00,,,,,,,,,,,,,,,
2024/03/10 10:18:00,,,,,,,,,,,,,,,
2024/03/10 10:19:00,5336855.893333334,,,31.61,,,,0.004023394073605399,,0,,,,0,
2024/03/10 10:20:00,,4714605.226666667,1706.6666666666667,,29.066666666666666,0.25666666666666665,0.003232742316513761,,0.000990051948051948,,0,0,0,,0
2024/03/10 10:21:00,,,,,,,,,,,,,,,
2024/03/10 10:22:00,,,,,,,,,,,,,,,
2024/03/10 10:23:00,,,,,,,,,,,,,,,
2024/03/10 10:24:00,5104353.28,,,30.243333333333332,,,,0.003986113082773063,,0,,,,0,
2024/03/10 10:25:00,,6942706.346666667,1706.6666666666667,,38.376666666666665,0.22666666666666666,0.004272084686875705,,0.0009210882352941176,,0,0,0,,0
2024/03/10 10:26:00,,,,,,,,,,,,,,,
2024/03/10 10:27:00,,,,,,,,,,,,,,,
2024/03/10 10:28:00,,,,,,,,,,,,,,,
2024/03/10 10:29:00,6925544.106666666,,,37.803333333333335,,,,0.004415696763953795,,0,,,,0,
2024/03/10 10:30:00,,5602331.306666667,1706.6666666666667,,33.58,0.26,0.003592500099265436,,0.0009859871794871795,,0,0,0,,0
2024/03/10 10:31:00,,,,,,,,,,,,,,,
2024/03/10 10:32:00,,,,,,,,,,,,,,,
2024/03/10 10:33:00,,,,,,,,,,,,,,,
2024/03/10 10:34:00,4919309.653333333,,,30.19333333333333,,,,0.0038108178405829103,,0,,,,0,
2024/03/10 10:35:00,,4838031.36,1706.6666666666667,,30.756666666666668,0.23666666666666666,0.003763564538853365,,0.0009514788732394367,,0,0,0,,0
2024/03/10 10:36:00,,,,,,,,,,,,,,,
